연번,성별,적발횟수,나이,알콜농도,측정일시,관할경찰서
20985,남자,1,59,0.099,2020-03-19 22:26,광명경찰서
20986,남자,1,57,측정거부,2020-03-19 22:29,대전서부경찰서
20987,남자,1,57,0.118,2020-03-19 22:30,대전대덕경찰서
20988,남자,1,62,0.06,2020-03-19 22:32,광주광산경찰서
20989,남자,1,44,0.132,2020-03-19 22:32,오산경찰서
20990,남자,1,39,0.088,2020-03-19 22:33,서울종암경찰서
20991,남자,1,44,0.157,2020-03-19 22:34,제주동부경찰서
20992,남자,1,60,0.145,2020-03-19 22:37,김포경찰서
20993,남자,1,37,0.115,2020-03-19 22:38,인천서부경찰서
20994,남자,1,59,0.041,2020-03-19 22:41,익산경찰서
20995,남자,1,51,0.153,2020-03-19 22:43,서울강남경찰서
20996,남자,1,46,0.115,2020-03-19 22:45,대전서부경찰서
20997,남자,1,39,0.143,2020-03-19 22:47,청주청원경찰서
20998,남자,1,59,0.151,2020-03-19 22:47,칠곡경찰서
20999,남자,1,40,0.107,2020-03-19 22:48,포항남부경찰서
21000,남자,1,52,0.183,2020-03-19 22:49,일산서부경찰서
21001,남자,1,48,0.04,2020-03-19 22:50,울산동부경찰서
21002,여자,1,25,0.144,2020-03-19 22:52,거제경찰서
21003,남자,1,40,0.068,2020-03-19 22:52,시흥경찰서
21004,남자,1,28,0.082,2020-03-19 22:56,평택경찰서
21005,남자,1,58,0.077,2020-03-19 23:00,광주동부경찰서
21006,남자,1,57,0.075,2020-03-19 23:02,광주서부경찰서
21007,여자,1,49,0.063,2020-03-19 23:05,광주광산경찰서
21008,남자,1,49,0.135,2020-03-19 23:06,세종경찰서
21009,남자,1,50,0.034,2020-03-19 23:07,서울양천경찰서
21010,남자,1,29,0.068,2020-03-19 23:07,아산경찰서
21011,남자,1,32,0.158,2020-03-19 23:08,서울광진경찰서
21012,남자,1,33,0.151,2020-03-19 23:09,평택경찰서
21013,남자,1,37,측정거부,2020-03-19 23:09,광주광산경찰서
21014,남자,1,37,0.048,2020-03-19 23:15,광주광산경찰서
21015,여자,1,33,0.2,2020-03-19 23:18,성남수정경찰서
21016,남자,1,32,0.095,2020-03-19 23:20,안성경찰서
21017,남자,1,25,0.087,2020-03-19 23:21,파주경찰서
21018,남자,1,47,0.067,2020-03-19 23:21,김포경찰서
21019,여자,1,41,0.056,2020-03-19 23:21,수원남부경찰서
21020,남자,1,28,0.136,2020-03-19 23:21,포항남부경찰서
21021,남자,1,58,0.171,2020-03-19 23:22,포항북부경찰서
21022,남자,1,38,0.109,2020-03-19 23:29,양산경찰서
21023,남자,1,63,0.123,2020-03-19 23:30,이천경찰서
21024,남자,1,33,0.109,2020-03-19 23:31,음성경찰서
21025,남자,1,35,0.103,2020-03-19 23:32,안양만안경찰서
21026,남자,1,38,0.056,2020-03-19 23:32,대전서부경찰서
21027,여자,1,34,0.149,2020-03-19 23:34,무안경찰서
21028,남자,1,54,0.16,2020-03-19 23:36,인천계양경찰서
21029,남자,1,58,측정거부,2020-03-19 23:42,영천경찰서
21030,남자,1,31,0.158,2020-03-19 23:42,용인동부경찰서
21031,남자,1,42,0.162,2020-03-19 23:42,청주청원경찰서
21032,남자,1,42,0.134,2020-03-19 23:44,서울용산경찰서
21033,남자,1,21,0.108,2020-03-19 23:45,진주경찰서
21034,남자,1,45,0.13,2020-03-19 23:45,김천경찰서
21035,남자,1,41,0.153,2020-03-19 23:50,인천삼산경찰서
21036,남자,1,50,0.129,2020-03-19 23:55,대전동부경찰서
21037,남자,1,41,0.047,2020-03-19 23:56,대구수성경찰서
21038,남자,1,40,0.129,2020-03-19 23:57,일산동부경찰서
21039,남자,1,44,0.122,2020-03-19 23:57,상주경찰서
21040,남자,1,45,측정거부,2020-03-20 0:00,대구중부경찰서
21041,남자,1,50,0.077,2020-03-20 0:05,안산상록경찰서
21042,남자,1,28,0.115,2020-03-20 0:07,나주경찰서
21043,남자,1,49,0.09,2020-03-20 0:07,영주경찰서
21044,남자,1,38,0.121,2020-03-20 0:08,울산남부경찰서
21045,남자,1,34,0.097,2020-03-20 0:08,울산울주경찰서
21046,남자,1,38,0.134,2020-03-20 0:08,무안경찰서
21047,남자,1,30,0.128,2020-03-20 0:09,논산경찰서
21048,남자,1,31,0.137,2020-03-20 0:09,서울광진경찰서
21049,남자,1,50,0.073,2020-03-20 0:10,김포경찰서
21050,남자,1,50,0.067,2020-03-20 0:12,부천원미경찰서
21051,남자,1,44,0.163,2020-03-20 0:14,서울동대문경찰서
21052,남자,1,53,0.103,2020-03-20 0:14,울산중부경찰서
21053,여자,1,27,0.157,2020-03-20 0:15,대구북부경찰서
21054,남자,1,23,0.107,2020-03-20 0:17,양산경찰서
21055,남자,1,27,0.145,2020-03-20 0:17,광주서부경찰서
21056,남자,1,15,0.067,2020-03-20 0:18,대구달성경찰서
21057,남자,1,36,0.118,2020-03-20 0:20,대전동부경찰서
21058,남자,1,49,0.076,2020-03-20 0:23,목포경찰서
21059,남자,1,43,0.059,2020-03-20 0:25,인천미추홀경찰서
21060,남자,1,42,0.261,2020-03-20 0:29,서울용산경찰서
21061,남자,1,51,0.124,2020-03-20 0:30,광주경찰서
21062,남자,1,32,0.124,2020-03-20 0:32,서울광진경찰서
21063,여자,1,58,0.068,2020-03-20 0:36,김포경찰서
21064,여자,1,37,0.124,2020-03-20 0:36,제주서부경찰서
21065,남자,1,35,0.042,2020-03-20 0:37,전주덕진경찰서
21066,남자,1,48,0.067,2020-03-20 0:39,김해중부경찰서
21067,남자,1,29,0.083,2020-03-20 0:39,대전유성경찰서
21068,남자,1,25,0.157,2020-03-20 0:41,수원남부경찰서
21069,남자,1,44,0.101,2020-03-20 0:43,김해서부경찰서
21070,여자,1,42,0.203,2020-03-20 0:44,포항남부경찰서
21071,여자,1,27,0.27,2020-03-20 0:45,일산동부경찰서
21072,남자,1,40,0.183,2020-03-20 0:45,서울방배경찰서
21073,남자,1,36,0.317,2020-03-20 0:46,의정부경찰서
21074,남자,1,31,0.21,2020-03-20 0:47,고양경찰서
21075,남자,1,53,0.141,2020-03-20 0:47,서울은평경찰서
21076,남자,1,46,0.084,2020-03-20 0:50,평택경찰서
21077,여자,1,27,0.139,2020-03-20 0:50,용인동부경찰서
21078,남자,1,50,0.115,2020-03-20 0:52,인천계양경찰서
21079,남자,1,35,0.133,2020-03-20 0:54,광주북부경찰서
21080,여자,1,24,0.198,2020-03-20 0:54,부산남부경찰서
21081,남자,1,44,0.095,2020-03-20 0:55,의왕경찰서
21082,여자,1,42,0.14,2020-03-20 0:56,예산경찰서
21083,남자,1,19,0.056,2020-03-20 0:56,서귀포경찰서
21084,남자,1,44,0.157,2020-03-20 0:57,군산경찰서
21085,남자,1,39,0.089,2020-03-20 0:58,예산경찰서
21086,남자,1,31,0.107,2020-03-20 0:59,수원남부경찰서
21087,남자,1,38,0.08,2020-03-20 1:05,용인동부경찰서
21088,남자,1,57,0.045,2020-03-20 1:05,춘천경찰서
21089,남자,1,30,0.206,2020-03-20 1:06,이천경찰서
21090,남자,1,29,0.138,2020-03-20 1:15,청주흥덕경찰서
21091,남자,1,28,0.125,2020-03-20 1:16,인천서부경찰서
21092,남자,1,25,0.158,2020-03-20 1:22,천안서북경찰서
21093,여자,1,37,0.077,2020-03-20 1:25,전주완산경찰서
21094,남자,1,52,0.079,2020-03-20 1:25,화성서부경찰서
21095,남자,1,43,0.131,2020-03-20 1:28,창원중부경찰서
21096,남자,1,34,0.036,2020-03-20 1:30,서울성동경찰서
21097,여자,1,25,0.157,2020-03-20 1:33,김해서부경찰서
21098,남자,1,58,0.155,2020-03-20 1:33,양산경찰서
21099,남자,1,49,0.11,2020-03-20 1:33,울산남부경찰서
21100,남자,1,30,0.074,2020-03-20 1:34,수원남부경찰서
21101,남자,1,45,0.137,2020-03-20 1:37,거제경찰서
21102,남자,1,54,0.128,2020-03-20 1:43,부산진경찰서
21103,여자,1,49,0.081,2020-03-20 1:46,청주흥덕경찰서
21104,남자,1,38,0.086,2020-03-20 1:46,일산동부경찰서
21105,남자,1,28,0.185,2020-03-20 1:51,광주서부경찰서
21106,남자,1,45,0.151,2020-03-20 1:51,서울강서경찰서
21107,남자,1,50,0.043,2020-03-20 2:00,목포경찰서
21108,남자,2,36,0.143,2020-03-20 2:04,대전둔산경찰서
21109,남자,1,27,0.097,2020-03-20 2:05,시흥경찰서
21110,남자,1,25,0.255,2020-03-20 2:06,서울강남경찰서
21111,남자,1,36,0.104,2020-03-20 2:06,전주완산경찰서
21112,남자,1,24,0.16,2020-03-20 2:07,서울서부경찰서
21113,남자,1,55,0.055,2020-03-20 2:08,울산중부경찰서
21114,남자,1,34,0.189,2020-03-20 2:11,서울강남경찰서
21115,남자,1,23,0.181,2020-03-20 2:24,의정부경찰서
21116,남자,1,54,0.105,2020-03-20 2:25,대전동부경찰서
21117,남자,1,18,0.057,2020-03-20 2:28,서울서초경찰서
21118,남자,1,30,0.103,2020-03-20 2:32,영암경찰서
21119,남자,1,31,0.044,2020-03-20 2:34,시흥경찰서
21120,남자,1,28,0.136,2020-03-20 2:35,서울서초경찰서
21121,남자,1,25,0.062,2020-03-20 2:43,안양만안경찰서
21122,남자,1,26,0.144,2020-03-20 2:46,광명경찰서
21123,남자,1,24,0.186,2020-03-20 2:48,안산단원경찰서
21124,남자,2,28,측정거부,2020-03-20 2:50,광주서부경찰서
21125,남자,1,35,0.106,2020-03-20 2:50,울산남부경찰서
21126,남자,1,45,0.162,2020-03-20 2:50,서울강동경찰서
21127,남자,1,28,0.134,2020-03-20 2:51,평택경찰서
21128,남자,1,26,측정거부,2020-03-20 2:55,서귀포경찰서
21129,남자,1,38,0.124,2020-03-20 2:57,시흥경찰서
21130,남자,1,34,0.046,2020-03-20 3:00,순천경찰서
21131,남자,1,39,측정거부,2020-03-20 3:00,춘천경찰서
21132,남자,1,47,0.083,2020-03-20 3:02,목포경찰서
21133,여자,1,38,0.106,2020-03-20 3:02,통영경찰서
21134,남자,1,35,0.13,2020-03-20 3:05,가평경찰서
21135,남자,1,19,0.083,2020-03-20 3:10,인천삼산경찰서
21136,남자,1,26,0.077,2020-03-20 3:16,대전둔산경찰서
21137,남자,1,44,0.17,2020-03-20 3:24,보령경찰서
21138,남자,1,19,0.055,2020-03-20 3:28,광주북부경찰서
21139,남자,1,30,0.144,2020-03-20 3:31,화성동탄경찰서
21140,남자,1,40,0.116,2020-03-20 3:33,서울송파경찰서
21141,남자,1,52,0.115,2020-03-20 3:33,원주경찰서
21142,여자,1,25,0.159,2020-03-20 3:36,부산금정경찰서
21143,여자,1,53,0.059,2020-03-20 3:39,연천경찰서
21144,남자,1,36,0.066,2020-03-20 3:41,전주덕진경찰서
21145,남자,1,28,0.075,2020-03-20 3:52,안양동안경찰서
21146,남자,1,19,0.045,2020-03-20 3:52,서귀포경찰서
21147,남자,1,35,0.145,2020-03-20 3:58,칠곡경찰서
21148,남자,1,21,0.104,2020-03-20 4:16,대전중부경찰서
21149,남자,1,35,0.102,2020-03-20 4:18,서울서초경찰서
21150,남자,1,36,0.109,2020-03-20 4:20,대전동부경찰서
21151,남자,1,33,0.175,2020-03-20 4:24,통영경찰서
21152,남자,1,41,0.052,2020-03-20 4:25,완주경찰서
21153,남자,1,44,0.112,2020-03-20 4:26,음성경찰서
21154,남자,1,45,0.088,2020-03-20 4:26,부천원미경찰서
21155,남자,1,42,0.058,2020-03-20 4:52,서울양천경찰서
21156,남자,1,26,0.15,2020-03-20 5:05,청주흥덕경찰서
21157,남자,1,23,0.06,2020-03-20 5:08,공주경찰서
21158,남자,1,36,0.098,2020-03-20 5:09,서울수서경찰서
21159,남자,1,44,측정거부,2020-03-20 5:10,거제경찰서
21160,남자,1,43,0.176,2020-03-20 5:11,충주경찰서
21161,남자,1,37,0.099,2020-03-20 5:14,김해서부경찰서
21162,여자,1,44,0.121,2020-03-20 5:28,경산경찰서
21163,남자,2,19,0.052,2020-03-20 5:30,인천계양경찰서
21164,남자,1,34,0.066,2020-03-20 5:50,서울양천경찰서
21165,여자,1,54,0.086,2020-03-20 5:51,포항북부경찰서
21166,남자,1,28,0.063,2020-03-20 5:51,서울강동경찰서
21167,남자,1,20,0.195,2020-03-20 5:54,서울은평경찰서
21168,남자,1,25,0.054,2020-03-20 5:59,인천계양경찰서
21169,남자,1,23,0.127,2020-03-20 6:14,대전둔산경찰서
21170,남자,1,24,0.166,2020-03-20 6:43,서울광진경찰서
21171,남자,1,41,0.089,2020-03-20 6:47,구리경찰서
21172,남자,1,31,0.126,2020-03-20 6:50,광주남부경찰서
21173,남자,1,27,0.091,2020-03-20 7:02,순천경찰서
21174,여자,1,32,0.084,2020-03-20 7:11,대구수성경찰서
21175,남자,1,45,0.092,2020-03-20 7:14,서울서초경찰서
21176,남자,1,30,0.128,2020-03-20 7:27,울산남부경찰서
21177,남자,1,24,0.089,2020-03-20 7:30,인천삼산경찰서
21178,남자,1,22,0.11,2020-03-20 7:52,남양주경찰서
21179,남자,1,38,0.117,2020-03-20 7:54,부산진경찰서
21180,남자,1,25,0.165,2020-03-20 8:05,수원남부경찰서
21181,남자,1,47,0.067,2020-03-20 8:13,양산경찰서
21182,남자,1,49,0.086,2020-03-20 8:15,안양만안경찰서
21183,남자,1,49,0.071,2020-03-20 8:33,창원서부경찰서
21184,남자,1,31,0.083,2020-03-20 9:04,서울서초경찰서
21185,남자,1,36,0.09,2020-03-20 9:20,서울서초경찰서
21186,남자,1,41,0.04,2020-03-20 9:25,군산경찰서
21187,남자,1,67,0.117,2020-03-20 9:45,춘천경찰서
21188,남자,2,29,0.082,2020-03-20 10:54,전주덕진경찰서
21189,남자,1,40,0.14,2020-03-20 10:59,안양만안경찰서
21190,남자,1,42,0.098,2020-03-20 11:44,안산단원경찰서
21191,남자,1,45,0.047,2020-03-20 12:08,제주서부경찰서
21192,남자,1,53,0.134,2020-03-20 12:28,나주경찰서
21193,남자,1,62,0.042,2020-03-20 13:09,서울마포경찰서
21194,남자,1,35,0.103,2020-03-20 13:40,수원남부경찰서
21195,남자,1,48,0.08,2020-03-20 13:41,화성동탄경찰서
21196,남자,1,27,0.11,2020-03-20 13:52,광주서부경찰서
21197,남자,2,29,0.095,2020-03-20 14:00,인천부평경찰서
21198,여자,1,47,0.123,2020-03-20 14:15,제주서부경찰서
21199,남자,1,51,0.119,2020-03-20 14:28,해남경찰서
21200,남자,1,42,0.123,2020-03-20 14:33,울산동부경찰서
21201,남자,1,52,0.18,2020-03-20 15:18,서울양천경찰서
21202,남자,1,64,0.108,2020-03-20 15:19,울진경찰서
21203,남자,1,47,0.071,2020-03-20 15:59,속초경찰서
21204,남자,1,51,측정거부,2020-03-20 16:09,김해서부경찰서
21205,남자,1,39,0.143,2020-03-20 16:11,대구달서경찰서
21206,여자,1,49,0.119,2020-03-20 16:27,천안서북경찰서
21207,남자,1,25,0.192,2020-03-20 16:59,용인동부경찰서
21208,남자,1,57,0.139,2020-03-20 17:10,평택경찰서
21209,여자,1,43,0.154,2020-03-20 17:10,청주청원경찰서
21210,남자,1,62,0.094,2020-03-20 17:31,춘천경찰서
21211,남자,1,45,0.219,2020-03-20 17:44,시흥경찰서
21212,남자,1,59,0.142,2020-03-20 17:44,평택경찰서
21213,남자,1,52,0.214,2020-03-20 17:48,제주동부경찰서
21214,남자,1,66,0.134,2020-03-20 17:56,익산경찰서
21215,남자,1,60,0.144,2020-03-20 17:56,마산중부경찰서
21216,남자,1,41,측정거부,2020-03-20 18:05,창원서부경찰서
21217,남자,1,61,0.132,2020-03-20 18:08,대전대덕경찰서
21218,남자,1,70,0.248,2020-03-20 18:28,보령경찰서
21219,남자,1,49,측정거부,2020-03-20 18:30,서울수서경찰서
21220,남자,1,52,0.16,2020-03-20 18:30,김포경찰서
21221,남자,1,48,0.176,2020-03-20 18:41,제주동부경찰서
21222,남자,1,65,0.157,2020-03-20 18:53,보령경찰서
21223,남자,1,58,측정거부,2020-03-20 18:54,군포경찰서
21224,남자,1,34,0.073,2020-03-20 19:11,동두천경찰서
21225,남자,1,41,0.143,2020-03-20 19:17,거제경찰서
21226,남자,1,55,0.072,2020-03-20 19:30,당진경찰서
21227,남자,1,62,0.141,2020-03-20 19:37,서울서대문경찰서
21228,남자,1,61,0.042,2020-03-20 19:41,광주경찰서
21229,남자,1,60,0.191,2020-03-20 19:45,대구성서경찰서
21230,남자,1,62,0.059,2020-03-20 19:46,공주경찰서
21231,남자,1,58,0.088,2020-03-20 19:58,부여경찰서
21232,남자,1,57,측정거부,2020-03-20 20:01,안산단원경찰서
21233,남자,1,63,0.126,2020-03-20 20:04,제천경찰서
21234,남자,1,71,0.115,2020-03-20 20:05,광주경찰서
21235,남자,1,66,0.153,2020-03-20 20:11,대구북부경찰서
21236,남자,1,37,0.062,2020-03-20 20:11,의정부경찰서
21237,남자,1,38,0.204,2020-03-20 20:16,나주경찰서
21238,남자,1,52,0.137,2020-03-20 20:20,논산경찰서
21239,남자,1,65,0.14,2020-03-20 20:23,여주경찰서
21240,남자,1,52,0.108,2020-03-20 20:24,강원고성경찰서
21241,남자,1,65,0.104,2020-03-20 20:24,경주경찰서
21242,남자,1,62,0.101,2020-03-20 20:29,마산동부경찰서
21243,남자,1,60,측정거부,2020-03-20 20:33,원주경찰서
21244,남자,1,54,0.118,2020-03-20 20:36,대구달서경찰서
21245,남자,1,67,0.073,2020-03-20 20:36,부산강서경찰서
21246,남자,1,37,0.043,2020-03-20 20:37,진천경찰서
21247,남자,1,54,0.068,2020-03-20 20:39,양평경찰서
21248,여자,1,45,0.113,2020-03-20 20:48,서울광진경찰서
21249,남자,1,64,0.148,2020-03-20 20:49,김해서부경찰서
21250,남자,1,31,0.076,2020-03-20 20:50,진천경찰서
21251,남자,1,34,0.091,2020-03-20 20:53,거제경찰서
21252,남자,1,71,0.047,2020-03-20 20:54,경남고성경찰서
21253,남자,1,67,0.035,2020-03-20 20:55,서울동대문경찰서
21254,남자,1,53,0.208,2020-03-20 20:58,논산경찰서
21255,남자,1,77,0.03,2020-03-20 21:00,경남고성경찰서
21256,남자,1,51,0.171,2020-03-20 21:00,화성서부경찰서
21257,남자,1,49,0.094,2020-03-20 21:06,포항남부경찰서
21258,남자,1,61,0.154,2020-03-20 21:07,경주경찰서
21259,여자,1,29,0.104,2020-03-20 21:21,진천경찰서
21260,남자,1,38,0.055,2020-03-20 21:26,양산경찰서
21261,남자,1,46,0.089,2020-03-20 21:26,순천경찰서
21262,남자,1,37,0.127,2020-03-20 21:27,청주상당경찰서
21263,남자,1,52,0.055,2020-03-20 21:28,서울종로경찰서
21264,남자,1,56,0.109,2020-03-20 21:30,김해서부경찰서
21265,남자,1,49,0.177,2020-03-20 21:33,부천오정경찰서
21266,남자,1,52,0.165,2020-03-20 21:35,진천경찰서
21267,남자,1,52,0.146,2020-03-20 21:40,일산동부경찰서
21268,여자,1,55,0.185,2020-03-20 21:40,서울구로경찰서
21269,남자,1,34,0.04,2020-03-20 21:41,아산경찰서
21270,남자,1,62,0.164,2020-03-20 21:43,부산북부경찰서
21271,남자,1,52,0.035,2020-03-20 21:45,청주흥덕경찰서
21272,남자,1,39,0.159,2020-03-20 21:55,청주상당경찰서
21273,남자,1,49,0.12,2020-03-20 21:57,군포경찰서
21274,남자,1,58,0.098,2020-03-20 21:58,청주청원경찰서
21275,남자,1,42,0.097,2020-03-20 21:59,대구북부경찰서
21276,남자,1,37,0.072,2020-03-20 22:02,천안서북경찰서
21277,남자,1,56,0.142,2020-03-20 22:03,화순경찰서
21278,남자,1,32,0.07,2020-03-20 22:03,순천경찰서
21279,남자,1,49,0.126,2020-03-20 22:05,춘천경찰서
21280,여자,1,46,0.074,2020-03-20 22:08,영주경찰서
21281,남자,1,32,0.113,2020-03-20 22:08,천안서북경찰서
21282,남자,1,25,0.209,2020-03-20 22:10,평택경찰서
21283,남자,1,70,측정거부,2020-03-20 22:10,태안경찰서
21284,남자,1,39,0.07,2020-03-20 22:12,구리경찰서
21285,남자,1,53,0.035,2020-03-20 22:18,광주서부경찰서
21286,남자,1,30,0.244,2020-03-20 22:21,여수경찰서
21287,여자,1,35,0.182,2020-03-20 22:22,대구수성경찰서
21288,남자,1,79,0.128,2020-03-20 22:23,남양주경찰서
21289,남자,1,40,0.035,2020-03-20 22:25,익산경찰서
21290,남자,1,52,0.129,2020-03-20 22:26,순천경찰서
21291,남자,1,42,측정거부,2020-03-20 22:27,여수경찰서
21292,남자,1,53,0.089,2020-03-20 22:28,전주덕진경찰서
21293,남자,1,62,0.088,2020-03-20 22:28,의성경찰서
21294,남자,1,60,0.161,2020-03-20 22:29,양주경찰서
21295,남자,1,46,0.104,2020-03-20 22:29,광주경찰서
21296,남자,1,40,0.097,2020-03-20 22:31,광주경찰서
21297,남자,1,44,0.186,2020-03-20 22:31,안산단원경찰서
21298,남자,1,47,0.154,2020-03-20 22:31,서울강남경찰서
21299,남자,1,50,0.17,2020-03-20 22:33,서울수서경찰서
21300,남자,1,44,0.057,2020-03-20 22:35,하남경찰서
21301,남자,1,48,0.052,2020-03-20 22:36,광주광산경찰서
21302,남자,1,53,0.1,2020-03-20 22:37,인천연수경찰서
21303,남자,1,34,0.053,2020-03-20 22:38,하남경찰서
21304,남자,1,50,0.077,2020-03-20 22:38,안양동안경찰서
21305,남자,1,34,0.099,2020-03-20 22:39,군포경찰서
21306,남자,1,56,0.09,2020-03-20 22:41,여수경찰서
21307,남자,1,34,0.094,2020-03-20 22:41,김포경찰서
21308,남자,1,38,0.079,2020-03-20 22:42,대전서부경찰서
21309,남자,1,44,0.122,2020-03-20 22:44,강릉경찰서
21310,남자,1,29,0.051,2020-03-20 22:44,천안서북경찰서
21311,남자,1,60,0.126,2020-03-20 22:46,천안동남경찰서
21312,남자,1,40,0.124,2020-03-20 22:46,서귀포경찰서
21313,남자,1,20,0.052,2020-03-20 22:47,의정부경찰서
21314,남자,1,61,0.068,2020-03-20 22:49,인천남동경찰서
21315,여자,1,50,0.06,2020-03-20 22:51,충주경찰서
21316,남자,1,55,0.05,2020-03-20 22:52,광주남부경찰서
21317,남자,1,49,0.08,2020-03-20 22:53,평택경찰서
21318,여자,1,48,0.103,2020-03-20 22:53,하남경찰서
21319,남자,1,58,0.134,2020-03-20 22:56,서울송파경찰서
21320,남자,1,53,0.13,2020-03-20 22:57,화성동탄경찰서
21321,남자,1,37,0.19,2020-03-20 22:57,아산경찰서
21322,남자,1,49,0.107,2020-03-20 22:59,성남수정경찰서
21323,남자,1,35,0.205,2020-03-20 23:01,칠곡경찰서
21324,남자,1,41,0.101,2020-03-20 23:01,순천경찰서
21325,남자,1,28,0.048,2020-03-20 23:04,순천경찰서
21326,남자,1,58,0.178,2020-03-20 23:07,해남경찰서
21327,남자,1,43,0.203,2020-03-20 23:07,구미경찰서
21328,남자,1,38,0.154,2020-03-20 23:09,안양동안경찰서
21329,남자,1,49,0.16,2020-03-20 23:13,고양경찰서
21330,남자,1,40,0.092,2020-03-20 23:13,대전중부경찰서
21331,남자,1,24,0.087,2020-03-20 23:17,동두천경찰서
21332,여자,1,47,0.119,2020-03-20 23:17,시흥경찰서
21333,남자,1,26,0.045,2020-03-20 23:18,인천남동경찰서
21334,여자,1,44,0.113,2020-03-20 23:18,음성경찰서
21335,남자,1,48,0.072,2020-03-20 23:19,용인서부경찰서
21336,남자,1,27,0.055,2020-03-20 23:21,김포경찰서
21337,남자,1,41,0.095,2020-03-20 23:25,부산금정경찰서
21338,여자,1,51,0.113,2020-03-20 23:25,광주남부경찰서
21339,남자,1,59,0.126,2020-03-20 23:27,울산남부경찰서
21340,남자,1,51,0.107,2020-03-20 23:29,서울양천경찰서
21341,남자,1,57,0.122,2020-03-20 23:30,서울광진경찰서
21342,남자,1,41,0.101,2020-03-20 23:32,대구성서경찰서
21343,남자,1,24,0.108,2020-03-20 23:34,부산해운대경찰서
21344,남자,1,27,0.068,2020-03-20 23:36,대전동부경찰서
21345,남자,1,41,0.082,2020-03-20 23:37,전주완산경찰서
21346,남자,1,32,0.118,2020-03-20 23:38,안산상록경찰서
21347,남자,1,32,0.03,2020-03-20 23:42,광주광산경찰서
21348,남자,1,23,0.052,2020-03-20 23:43,울산중부경찰서
21349,남자,1,54,0.107,2020-03-20 23:47,부산북부경찰서
21350,남자,1,63,0.156,2020-03-20 23:48,광주북부경찰서
21351,남자,1,45,0.078,2020-03-20 23:48,충주경찰서
21352,남자,1,40,0.136,2020-03-20 23:48,천안서북경찰서
21353,남자,1,48,0.035,2020-03-20 23:49,청주상당경찰서
21354,여자,1,48,0.131,2020-03-20 23:52,울산남부경찰서
21355,남자,1,32,0.177,2020-03-20 23:54,여수경찰서
21356,남자,1,44,측정거부,2020-03-20 23:55,인천강화경찰서
21357,남자,1,42,0.15,2020-03-20 23:55,용인동부경찰서
21358,남자,1,44,0.141,2020-03-20 23:56,가평경찰서
21359,남자,1,25,0.172,2020-03-20 23:58,평택경찰서
21360,남자,1,56,0.157,2020-03-21 0:00,광주북부경찰서
21361,여자,1,45,0.049,2020-03-21 0:00,광주동부경찰서
21362,남자,1,28,0.144,2020-03-21 0:04,익산경찰서
21363,여자,1,14,0.046,2020-03-21 0:06,부산사하경찰서
21364,남자,1,33,0.152,2020-03-21 0:06,의왕경찰서
21365,남자,1,44,0.161,2020-03-21 0:09,광주광산경찰서
21366,여자,1,28,0.157,2020-03-21 0:13,인천계양경찰서
21367,남자,1,25,0.105,2020-03-21 0:14,보령경찰서
21368,여자,1,32,0.181,2020-03-21 0:14,수원남부경찰서
21369,남자,1,55,0.13,2020-03-21 0:19,부산북부경찰서
21370,남자,1,35,0.054,2020-03-21 0:20,양산경찰서
21371,남자,1,30,0.138,2020-03-21 0:21,울산동부경찰서
21372,남자,1,43,0.088,2020-03-21 0:25,통영경찰서
21373,남자,1,43,0.11,2020-03-21 0:25,광주북부경찰서
21374,남자,1,47,0.184,2020-03-21 0:26,진주경찰서
21375,남자,1,57,0.114,2020-03-21 0:27,김포경찰서
21376,남자,1,26,0.106,2020-03-21 0:29,안산단원경찰서
21377,남자,1,28,0.095,2020-03-21 0:32,익산경찰서
21378,여자,1,47,0.061,2020-03-21 0:34,구미경찰서
21379,남자,1,47,0.09,2020-03-21 0:35,안산단원경찰서
21380,남자,1,48,0.166,2020-03-21 0:38,대전동부경찰서
21381,남자,1,64,0.115,2020-03-21 0:40,용인동부경찰서
21382,남자,1,46,0.182,2020-03-21 0:41,음성경찰서
21383,남자,1,33,0.115,2020-03-21 0:41,인천미추홀경찰서
21384,남자,1,45,0.131,2020-03-21 0:41,광주경찰서
21385,남자,1,40,0.119,2020-03-21 0:42,서울도봉경찰서
21386,남자,1,29,0.122,2020-03-21 0:42,안산상록경찰서
21387,남자,1,48,0.158,2020-03-21 0:43,천안서북경찰서
21388,남자,1,25,0.06,2020-03-21 0:44,인천부평경찰서
21389,남자,1,29,0.072,2020-03-21 0:44,서울중랑경찰서
21390,남자,1,45,0.127,2020-03-21 0:46,울산중부경찰서
21391,여자,1,33,0.128,2020-03-21 0:46,창원중부경찰서
21392,남자,1,30,0.042,2020-03-21 0:48,양산경찰서
21393,남자,1,60,0.064,2020-03-21 0:49,청주청원경찰서
21394,남자,1,50,0.13,2020-03-21 0:49,진주경찰서
21395,남자,1,36,0.048,2020-03-21 0:50,의정부경찰서
21396,남자,1,51,측정거부,2020-03-21 0:52,일산동부경찰서
21397,남자,1,47,0.172,2020-03-21 0:55,과천경찰서
21398,남자,1,61,0.119,2020-03-21 0:56,의왕경찰서
21399,남자,1,53,0.08,2020-03-21 0:59,서울양천경찰서
21400,남자,1,51,0.152,2020-03-21 0:59,전주완산경찰서
21401,남자,1,31,0.032,2020-03-21 0:59,포항북부경찰서
21402,여자,1,60,0.097,2020-03-21 1:00,서산경찰서
